OBJECTID,ZONEID,Zone,Contract Rezone Number,Ordinance Number,Effective Date,Historic District Overlay,Pedestrian Overlay,Shoreline Overlay,Other District Overlay,Station Area Overlay,Mandatory Housing Affordability Apply (Y/N),Incentive Zoning Apply (Y/N),Mandatory Housing Affordability Tier,Major Institution Name,Class,Category,Detail Code,Detail,Group,Zoning Description,Base Zone,Previous Zone,Previous Contract Rezone Number,Previous Ordinance Number,Previous Effective Date,Previous Historic District Overlay,Previous Pedestrian Overlay,Previous Shoreline Overlay,Previous Other District Overlay,Previous Station Area Overlay,Class Description Popup,Land Use Code Chapter,Land Use Code Chapter Link,Zoning History
1918,7119,NR1, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1919,7120,NR1, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1920,7121,NR1, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1921,7122,NR1, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1922,7123,NR1, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1923,7124,NR3,CF314356,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000,CF314356,125640,9/5/2018 12:00:00 AM, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,CF314356,ORD126509,06/15/2022    SF 5000,CF314356,ORD125640,09/05/2018    SF 5000"
1924,7125,NR2, ,126509,6/15/2022 12:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1925,7126,NR2, ,126509,6/15/2022 12:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1926,7127,NR2, ,126509,6/15/2022 12:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1927,7128,NR2, ,126509,6/15/2022 12:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1928,7129,NR2, ,126509,6/15/2022 12:00:00 AM, , ,CR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,CR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1929,7130,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1930,7131,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1931,7132,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1932,7133,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1933,7134,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1934,7152,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1935,7153,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1936,7154,NR1, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR1,Residential Neighborhood 1,Neighborhood Residential 1,Neighborhood Residential 1,NR1,SF 9600, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR1,ORD126509,06/15/2022    SF 9600,05/01/1994"
1937,7155,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1938,7156,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1939,7157,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1940,7158,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1941,7159,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1942,7160,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1943,7161,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1944,7162,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1945,7163,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1946,7164,NR3, ,126509,6/15/2022 12:00:00 AM, , , , , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR3,Residential Neighborhood 3,Neighborhood Residential 3,Neighborhood Residential 3,NR3,SF 5000, ,0,, , , , , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR3,ORD126509,06/15/2022    SF 5000,05/01/1994"
1947,7135,NR2, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1948,7136,NR2, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
1949,7137,NR2, ,126509,6/15/2022 12:00:00 AM, , ,UR, , ,N,N,,,Neighborhood Residential,Neighborhood Residential,NR2,Residential Neighborhood 2,Neighborhood Residential 2,Neighborhood Residential 2,NR2,SF 7200, ,0,, , ,UR, , ,"is a neighborhood residential zone, which generally allows detached single-family houses, attached and detached accessory dwellings.",Chapter 23.44,https://library.municode.com/wa/seattle/codes/municipal_code?nodeId=TIT23LAUSCO_SUBTITLE_IIILAUSRE_CH23.44NERE,"NR2,ORD126509,06/15/2022    SF 7200,05/01/1994"
